CaseID,Title,DateOpened,Status,AssignedDetectiveID,CrimeType,Location
C2313,Strong front,2022-09-05,Open,D1170,Narcotics,"East Frankfurt, LA"
C2314,Four it together,2022-07-20,Closed,D1164,Cyber Crime,"East Steven, IA"
C2315,Unit a improve,2023-08-28,Open,D1016,Narcotics,"West Destiny, VT"
C2316,Whatever stay few,2023-06-04,Closed,D1161,Narcotics,"Boyerberg, OH"
C2317,Young interesting hot mean,2025-04-15,Open,D1041,Narcotics,"New Nicolebury, MA"
C2318,Have oil recent job,2025-04-24,Open,D1040,Homicide,"Lake Evanton, IN"
C2319,Drive within rock,2025-01-23,Open,D1146,Homicide,"Woodview, TN"
C2320,Pull number note,2023-02-02,Open,D1094,Homicide,"Port Michelleside, ND"
C2321,Moment world,2024-03-17,Open,D1057,Narcotics,"Kathrynhaven, OK"
C2322,Today story yard,2024-09-01,Closed,D1079,Fraud,"Thomaschester, TX"
C2323,Score,2024-07-10,Closed,D1188,Fraud,"East Deborahburgh, WY"
C2324,Clearly identify every,2024-09-18,Closed,D1167,Narcotics,"Lake Jason, HI"
C2325,American wrong,2024-06-06,Open,D1062,Robbery,"West Billton, OH"
C2326,Military realize sport,2023-02-20,Open,D1059,Homicide,"Jamesburgh, WV"
C2327,Song oil least,2024-01-26,Open,D1027,Homicide,"Dylanton, WA"
C2328,Through ready across,2025-01-30,Open,D1151,Fraud,"South Nathanton, MT"
C2329,Commercial late black,2023-07-24,Closed,D1116,Narcotics,"Lake Angela, OR"
C2330,Trade audience determine,2023-10-18,Closed,D1003,Fraud,"Flowersmouth, TN"
C2331,Image hotel,2023-12-27,Closed,D1180,Fraud,"Johnport, ID"
C2332,Team grow,2022-06-21,Open,D1032,Fraud,"Arnoldborough, ND"
C2333,Threat address best,2025-01-11,Closed,D1141,Cyber Crime,"North Brian, PA"
C2334,Cell time,2024-11-03,Closed,D1152,Fraud,"West Taylor, NV"
C2335,He probably doctor,2023-10-25,Open,D1117,Fraud,"Lake Michelleborough, RI"
C2336,Recently my,2024-01-13,Open,D1100,Cyber Crime,"North Justinmouth, MI"
C2337,Imagine performance,2024-08-09,Closed,D1188,Homicide,"Adamsstad, RI"
C2338,Job southern where,2022-11-03,Closed,D1146,Cyber Crime,"South Tonyafort, WV"
C2339,Begin out admit,2023-01-12,Closed,D1115,Narcotics,"Janicemouth, OK"
C2340,Painting nothing,2024-05-26,Open,D1150,Cyber Crime,"Jonesview, WV"
C2341,Economic the for,2024-05-12,Closed,D1176,Homicide,"West Amanda, ID"
C2342,Fund police,2024-06-02,Closed,D1087,Homicide,"South Stephen, NJ"
C2343,Air,2023-06-03,Open,D1183,Cyber Crime,"East John, MD"
C2344,Style policy,2025-02-18,Open,D1142,Robbery,"Thomaschester, ME"
C2345,Bank simply teach,2023-04-28,Open,D1004,Homicide,"Christophertown, AK"
C2346,Eye space cultural,2022-11-29,Closed,D1191,Narcotics,"Rodriguezside, DE"
C2347,Not fill,2023-11-02,Open,D1132,Homicide,"Jameston, GA"
C2348,Really individual enjoy,2023-07-09,Closed,D1189,Robbery,"Davidburgh, MS"
C2349,Finally together believe,2022-07-03,Closed,D1131,Cyber Crime,"Amytown, HI"
C2350,Address TV try,2022-06-18,Closed,D1051,Narcotics,"Ashleyfort, CO"
C2351,Sometimes perhaps,2024-06-11,Closed,D1122,Cyber Crime,"West Tracyburgh, VT"
C2352,Moment,2023-05-14,Closed,D1003,Fraud,"Port Matthewmouth, DE"
C2353,Star treatment,2022-10-01,Closed,D1027,Cyber Crime,"Taylorton, MT"
C2354,Guy to,2023-05-15,Open,D1039,Narcotics,"East Carolport, ND"
C2355,Use accept,2023-02-09,Closed,D1067,Cyber Crime,"Rodriguezside, IL"
C2356,Nature example,2023-03-11,Closed,D1159,Robbery,"West Ashleyland, ID"
C2357,Medical with education,2023-09-13,Open,D1141,Narcotics,"Jennatown, ND"
C2358,Go street during,2023-07-24,Closed,D1066,Narcotics,"Huffshire, DC"
C2359,Lose action film my,2023-07-25,Open,D1021,Robbery,"East Troyton, MS"
C2360,Industry heavy street,2023-02-15,Open,D1198,Cyber Crime,"Dicksonside, OH"
C2361,Air evening,2024-07-31,Closed,D1085,Cyber Crime,"South Joystad, TX"
C2362,Deal thing,2022-11-08,Open,D1098,Cyber Crime,"New Terryfurt, HI"
C2363,Number PM notice,2023-09-12,Open,D1072,Narcotics,"Khanmouth, WI"
C2364,Watch address,2024-07-22,Open,D1138,Fraud,"East Stacytown, UT"
C2365,Section,2022-11-07,Closed,D1081,Cyber Crime,"West Jennifer, IN"
C2366,From left nothing,2022-07-24,Closed,D1019,Cyber Crime,"New Jessica, MD"
C2367,Century between administration,2023-06-21,Open,D1114,Fraud,"West Jessicaborough, HI"
C2368,Seem believe bring,2024-11-18,Open,D1091,Fraud,"Justinshire, VT"
C2369,Almost generation size would,2023-05-24,Closed,D1177,Cyber Crime,"Ericburgh, NY"
C2370,Interest culture,2024-06-14,Closed,D1000,Narcotics,"New Breannaberg, NY"
C2371,Before throughout,2025-03-22,Open,D1062,Cyber Crime,"East Larrybury, WY"
C2372,Thus health miss,2025-03-19,Open,D1029,Homicide,"New Ryan, AK"
C2373,Account real physical,2025-03-31,Closed,D1113,Narcotics,"North Regina, IL"
C2374,Any nice tree,2022-07-17,Open,D1083,Homicide,"West Jessica, MA"
C2375,Keep act,2023-08-10,Open,D1117,Cyber Crime,"Sethmouth, MT"
C2376,West billion,2023-09-16,Open,D1178,Robbery,"Timothymouth, SC"
C2377,As eight,2023-05-09,Closed,D1026,Narcotics,"North Walterview, WY"
C2378,Pretty detail say protect,2024-10-26,Open,D1067,Homicide,"Lake Renee, RI"
C2379,Collection,2025-04-11,Open,D1014,Homicide,"New Christophershire, OH"
C2380,Light if act,2023-07-29,Closed,D1108,Fraud,"East Melissa, IL"
C2381,Pay size economic,2024-05-14,Closed,D1017,Cyber Crime,"Lake Katherinefurt, FL"
C2382,Break back hand,2024-12-31,Closed,D1149,Cyber Crime,"Taylorburgh, CO"
C2383,Give,2024-05-13,Closed,D1085,Robbery,"South Christopherfurt, CT"
C2384,Between news,2025-04-14,Open,D1189,Fraud,"Cynthiachester, ME"
C2385,American foot,2023-06-09,Open,D1113,Fraud,"Ashleefurt, CO"
C2386,Clearly never quickly,2023-01-22,Open,D1173,Narcotics,"Port Lesliechester, UT"
C2387,Project how police,2024-07-11,Closed,D1010,Fraud,"Port Tracystad, AL"
C2388,Allow her anyone,2024-05-04,Open,D1183,Homicide,"Sandraview, NH"
C2389,Decision important,2023-07-15,Open,D1007,Fraud,"Paulmouth, NV"
C2390,First time,2023-06-25,Closed,D1038,Robbery,"New Theresa, VT"
C2391,Local American,2023-02-20,Closed,D1138,Narcotics,"Lake Jeanne, LA"
C2392,Nice share,2024-05-28,Closed,D1046,Narcotics,"Bryantown, IL"
C2393,Impact against probably,2024-11-23,Closed,D1044,Homicide,"East Valerie, NJ"
C2394,Sense continue foot,2023-09-20,Closed,D1172,Cyber Crime,"Brownmouth, OK"
C2395,Approach successful sing show,2025-04-01,Closed,D1160,Cyber Crime,"Rachaelfort, ND"
C2396,You military senior,2024-08-11,Open,D1100,Homicide,"North Angelachester, AK"
C2397,Such add,2024-07-21,Open,D1196,Homicide,"North Michelle, SD"
C2398,Manage program,2024-12-24,Open,D1153,Cyber Crime,"Novaktown, NM"
C2399,Moment many important,2023-07-05,Open,D1004,Homicide,"West Sara, MI"
C2400,Such notice,2024-11-05,Open,D1148,Robbery,"North David, MI"
C2401,Movement way your,2022-12-17,Open,D1035,Robbery,"Paulmouth, NM"
C2402,Media building physical age,2022-06-06,Open,D1104,Narcotics,"Kevinchester, AR"
C2403,Everyone shoulder,2023-08-06,Open,D1094,Cyber Crime,"Jamesbury, OK"
C2404,Wife,2022-07-02,Closed,D1199,Fraud,"Amyside, WY"
C2405,New public trip,2024-02-01,Open,D1060,Fraud,"East Raymond, TN"
C2406,Drive,2024-02-14,Open,D1094,Cyber Crime,"Beardhaven, IN"
C2407,Road building nature,2023-05-07,Closed,D1022,Fraud,"New Joseph, NM"
C2408,Issue prevent,2023-09-13,Closed,D1093,Homicide,"Davidshire, SC"
C2409,Former trial safe,2024-04-13,Closed,D1048,Cyber Crime,"East Kenneth, ME"
C2410,Toward something,2024-01-06,Closed,D1038,Robbery,"South Marie, WI"
C2411,Also network security red,2022-12-17,Open,D1153,Robbery,"Stephensbury, NC"
C2412,Kitchen,2022-09-18,Open,D1081,Fraud,"South Mike, NY"
C2413,Purpose institution action,2023-07-16,Open,D1157,Robbery,"West Theodorechester, NM"
C2414,Value radio,2022-11-02,Closed,D1065,Narcotics,"North Allen, DE"
C2415,Spring although,2022-12-18,Closed,D1114,Robbery,"North Christopherberg, CO"
C2416,Find peace north,2023-02-16,Closed,D1107,Cyber Crime,"Laneshire, HI"
C2417,Scene,2023-02-26,Open,D1081,Robbery,"Heathershire, ID"
C2418,Assume lead alone,2024-04-12,Closed,D1045,Cyber Crime,"North Jason, WA"
C2419,Thousand language,2022-12-27,Closed,D1197,Homicide,"Lake Roseville, CO"
C2420,Chance,2024-01-01,Closed,D1095,Cyber Crime,"Erinport, IA"
C2421,Follow director,2022-06-22,Closed,D1038,Narcotics,"Bonniefurt, UT"
C2422,Development budget other,2023-10-22,Open,D1051,Robbery,"West Cindy, NV"
C2423,Score later discussion,2023-11-04,Closed,D1152,Narcotics,"Nicholastown, FL"
C2424,Gun exist national,2023-12-03,Open,D1195,Homicide,"Port Conniestad, HI"
C2425,Popular area group go,2024-08-06,Closed,D1034,Homicide,"Lake Andrew, NJ"
C2426,War particular,2025-01-06,Closed,D1104,Fraud,"New Ashlee, AR"
C2427,Them listen anyone north,2025-03-01,Open,D1013,Narcotics,"Thomaschester, AR"
C2428,Radio whose,2022-05-13,Closed,D1159,Robbery,"New William, KY"
C2429,Prove staff,2024-03-28,Closed,D1000,Fraud,"Samanthamouth, KY"
C2430,Already would,2023-10-20,Open,D1103,Fraud,"Stevensborough, CA"
C2431,Process let,2024-05-05,Closed,D1126,Fraud,"Port Chelsea, OH"
C2432,Number nearly amount,2023-11-12,Closed,D1103,Narcotics,"Davidburgh, CA"
C2433,Worker reason,2023-04-26,Open,D1079,Robbery,"Tuckerville, CT"
C2434,Last bed,2023-09-23,Open,D1082,Homicide,"Zavalaberg, NJ"
C2435,South car,2023-07-28,Closed,D1040,Fraud,"Williamberg, OR"
C2436,Among although,2023-02-14,Closed,D1058,Robbery,"Wendyfort, NH"
C2437,Dark half here international,2024-07-08,Closed,D1004,Narcotics,"North Tonya, IN"
C2438,Fight factor citizen,2025-01-10,Closed,D1122,Cyber Crime,"Danielberg, TX"
C2439,Inside which should,2025-04-05,Open,D1079,Fraud,"Nicholasburgh, KS"
C2440,Amount guess,2024-12-13,Open,D1125,Robbery,"West Thomasburgh, RI"
C2441,Red could,2023-03-21,Closed,D1052,Cyber Crime,"Carlsonstad, NJ"
C2442,Billion song,2022-08-05,Open,D1073,Fraud,"North John, IL"
C2443,Theory account positive,2023-02-14,Closed,D1187,Robbery,"North Pamela, GA"
C2444,Great attorney interesting,2022-07-17,Open,D1056,Fraud,"South Richardstad, MA"
C2445,Grow issue future,2024-02-14,Closed,D1034,Cyber Crime,"New Jennychester, CO"
C2446,Figure effect,2023-04-30,Open,D1197,Robbery,"South Belinda, AL"
C2447,Space plant tell,2024-09-26,Closed,D1144,Narcotics,"North Ebonyland, KS"
C2448,Only fall sing,2023-05-07,Closed,D1172,Narcotics,"Port Ashley, CT"
C2449,Late guess stand,2024-07-28,Open,D1007,Fraud,"Rodriguezchester, CT"
C2450,Through foot,2022-07-29,Closed,D1168,Narcotics,"Richardfort, AK"
C2451,Allow have drug,2022-05-21,Closed,D1079,Robbery,"South Thomas, WI"
C2452,Station your,2024-09-08,Closed,D1127,Cyber Crime,"Andrealand, SD"
C2453,Foreign dark enter,2024-09-13,Closed,D1181,Fraud,"Ryanburgh, DC"
C2454,Seek economy put rich,2023-01-24,Open,D1118,Robbery,"Morseburgh, MA"
C2455,Capital like,2024-04-22,Open,D1127,Narcotics,"Lake Justin, AR"
C2456,Why discuss agreement,2023-09-01,Open,D1188,Narcotics,"Barbermouth, TX"
C2457,Early because blood,2024-08-18,Open,D1134,Cyber Crime,"Curtishaven, VA"
C2458,Million,2024-10-21,Closed,D1026,Cyber Crime,"South Shannon, SC"
C2459,Turn whatever,2024-11-06,Closed,D1041,Robbery,"South Andrew, SD"
C2460,Least suddenly,2022-11-21,Open,D1078,Robbery,"Brownshire, MA"
C2461,Letter adult,2022-10-02,Open,D1088,Robbery,"Smithfort, CA"
C2462,Speak sense onto,2022-11-18,Open,D1015,Homicide,"East Richardstad, PA"
C2463,Gas throw thought smile,2025-03-26,Open,D1064,Fraud,"Lake Sarah, ME"
C2464,Far key,2022-12-28,Closed,D1072,Robbery,"North Sarahchester, OR"
C2465,Court fund food treatment,2022-07-26,Open,D1071,Fraud,"Charlesland, MD"
C2466,Generation care,2024-07-13,Closed,D1027,Narcotics,"Chelseamouth, DC"
C2467,Billion always beautiful,2022-08-25,Closed,D1085,Fraud,"Johnsonshire, CT"
C2468,Guy order none,2023-07-05,Closed,D1027,Fraud,"North Cynthia, UT"
C2469,Side adult,2023-07-26,Open,D1007,Cyber Crime,"Jenniferfort, TX"
C2470,Company soldier course,2023-09-30,Closed,D1155,Narcotics,"North Darinfurt, IN"
C2471,Before treatment direction,2024-12-25,Closed,D1171,Fraud,"Jacksonhaven, OK"
C2472,Population worry remember,2023-11-22,Open,D1030,Narcotics,"Port Kimberlyland, NJ"
C2473,Either sometimes,2022-07-01,Closed,D1170,Homicide,"Hernandezview, FL"
C2474,That,2024-08-02,Closed,D1196,Fraud,"West Heather, WV"
C2475,Effort,2024-01-07,Closed,D1185,Robbery,"Carpenterland, OK"
C2476,Color perhaps much tough,2023-03-14,Open,D1002,Robbery,"Lake Maria, NJ"
C2477,Leg health training trip,2024-09-08,Closed,D1093,Homicide,"Jonesfort, NV"
C2478,Idea week cause,2024-11-22,Closed,D1085,Fraud,"Parkston, KY"
C2479,Daughter organization,2022-06-20,Closed,D1138,Homicide,"Nathanielmouth, ID"
C2480,Who environment,2023-05-15,Open,D1158,Fraud,"Brownfurt, VT"
C2481,Represent along,2024-03-17,Open,D1054,Cyber Crime,"Alexanderton, AL"
C2482,Approach car senior,2023-10-17,Closed,D1036,Homicide,"Margaretville, KS"
C2483,Key forget century,2023-09-10,Open,D1008,Cyber Crime,"Elizabethton, ID"
C2484,Energy rule foreign,2023-06-18,Open,D1105,Fraud,"Pattonmouth, OH"
C2485,Decade very future,2023-09-25,Open,D1105,Robbery,"Port Reginashire, AZ"
C2486,According piece,2025-04-02,Closed,D1023,Homicide,"Port Dalton, CO"
C2487,Three note,2024-12-03,Open,D1069,Robbery,"New Danielmouth, NV"
C2488,Do kind and,2022-09-02,Open,D1055,Narcotics,"Murphyport, NY"
C2489,Half little direction party,2022-07-19,Closed,D1050,Robbery,"Lake Shari, KY"
C2490,Size friend man,2022-06-26,Open,D1133,Cyber Crime,"East Cynthia, IN"
C2491,Information,2024-08-08,Closed,D1182,Robbery,"West Sue, ID"
C2492,Such bank off,2023-04-03,Open,D1192,Fraud,"East Eric, WY"
C2493,Month model fear,2023-03-18,Closed,D1162,Cyber Crime,"North Sierra, MI"
C2494,Information yet,2025-03-19,Closed,D1130,Robbery,"New Cynthiamouth, IA"
C2495,Public also,2024-07-11,Closed,D1148,Robbery,"Robertstad, AK"
C2496,Structure employee,2022-06-01,Open,D1144,Homicide,"Johnathanland, IN"
C2497,Nothing soon,2023-08-04,Closed,D1110,Homicide,"South Connieberg, ME"
C2498,Political popular,2022-07-16,Open,D1025,Cyber Crime,"North Sabrina, CA"
C2499,Glass five,2023-10-05,Closed,D1029,Fraud,"Jonesside, KS"
C2500,Support this,2024-03-03,Closed,D1025,Robbery,"Michaelstad, WY"
C2501,Reason program,2024-08-24,Closed,D1146,Homicide,"Gibsonmouth, WY"
C2502,Some share forward,2024-05-31,Open,D1100,Narcotics,"Port Jackberg, AR"
C2503,Stop open describe,2024-08-22,Open,D1083,Robbery,"Port Wendy, ME"
C2504,Majority executive,2025-01-08,Open,D1060,Robbery,"North Susan, AZ"
C2505,Now none,2022-11-19,Open,D1182,Fraud,"North Katelynburgh, AZ"
C2506,Amount health,2025-04-13,Open,D1119,Narcotics,"Port Joshuafurt, GA"
C2507,Soon everybody none,2024-09-26,Open,D1108,Robbery,"South Yolandaburgh, IA"
C2508,Speech public,2024-05-12,Open,D1159,Homicide,"Wilsonfurt, MD"
C2509,Current group he,2024-09-25,Closed,D1044,Cyber Crime,"Leeview, CT"
C2510,Bar threat,2022-07-26,Open,D1114,Narcotics,"Christensenville, OH"
C2511,Age,2024-07-19,Open,D1166,Narcotics,"Johnsonfurt, ND"
C2512,Decision thus base remember,2022-12-26,Closed,D1122,Robbery,"South Michael, UT"
C2513,Manage,2024-06-14,Closed,D1171,Robbery,"West Melissa, ID"
C2514,Citizen building push,2024-11-16,Open,D1145,Narcotics,"New Dawnstad, DE"
C2515,Father may,2022-12-25,Closed,D1110,Cyber Crime,"Lake Richardville, MN"
C2516,Community option,2025-01-14,Closed,D1042,Robbery,"Roberttown, SD"
C2517,Country we final,2023-01-11,Closed,D1028,Robbery,"East Kristen, AL"
C2518,Nearly attorney,2023-04-08,Closed,D1174,Fraud,"Alvarezhaven, WV"
C2519,Present nor into,2022-10-08,Closed,D1001,Cyber Crime,"Lake Dustin, VA"
C2520,Small account number,2023-12-13,Closed,D1054,Narcotics,"Bennettstad, TN"
C2521,Become movement six,2024-12-18,Open,D1074,Fraud,"West Christophermouth, MI"
C2522,Assume politics,2023-05-26,Closed,D1006,Cyber Crime,"New Emilychester, WY"
C2523,Concern get serious,2023-04-29,Open,D1109,Homicide,"New Evan, IN"
C2524,Cup care house,2023-04-18,Open,D1191,Homicide,"New Danielside, NY"
C2525,Agency life,2023-05-28,Open,D1104,Fraud,"Smithberg, OK"
C2526,Although arm,2023-03-16,Closed,D1115,Cyber Crime,"East Bradleyland, WV"
C2527,Everything church,2023-05-26,Open,D1142,Narcotics,"Hannahfurt, AL"
C2528,Newspaper sister,2023-11-10,Open,D1107,Cyber Crime,"Ramirezborough, FL"
C2529,Find tree,2025-01-01,Open,D1086,Homicide,"Marshallfort, ME"
C2530,Other sit quite,2023-12-13,Open,D1089,Homicide,"East Stephenchester, NY"
C2531,Even everything,2024-11-18,Open,D1161,Fraud,"Port Adam, UT"
C2532,Many economic skill,2023-08-25,Open,D1146,Fraud,"Lake Samantha, OH"
C2533,Benefit,2023-08-23,Open,D1054,Fraud,"East Michaelborough, MS"
C2534,Politics support tell year,2023-01-29,Closed,D1071,Homicide,"Meganchester, TN"
C2535,Remember dark ball,2024-05-17,Open,D1046,Homicide,"Port Annshire, AL"
C2536,This peace part,2025-04-18,Open,D1141,Robbery,"Gravesburgh, PA"
C2537,Throughout Congress that,2024-11-30,Open,D1123,Fraud,"Angelamouth, MT"
C2538,Gun without attorney,2024-10-26,Closed,D1102,Robbery,"Delgadoview, VA"
C2539,True never measure,2024-07-27,Open,D1133,Fraud,"Abigailborough, CA"
C2540,Design require trip difference,2024-11-09,Closed,D1019,Robbery,"Markshire, MO"
C2541,Let check,2023-09-09,Open,D1100,Narcotics,"Lake Amber, WY"
C2542,Clear sport,2023-04-22,Open,D1063,Robbery,"East Jackland, SC"
C2543,Everybody money provide season,2023-09-30,Open,D1039,Narcotics,"East Charleston, MI"
C2544,Yard majority control,2024-04-04,Closed,D1107,Cyber Crime,"Thomasmouth, RI"
C2545,Next not,2023-02-19,Open,D1140,Homicide,"New Jason, DE"
C2546,Oil line service,2024-03-05,Closed,D1039,Narcotics,"South Juanburgh, AR"
C2547,Meet concern,2022-05-21,Open,D1012,Cyber Crime,"Bethanymouth, PA"
C2548,Never increase perform,2023-10-12,Closed,D1149,Narcotics,"Millerburgh, FL"
C2549,Rock moment,2023-05-16,Closed,D1152,Narcotics,"Johnfort, AL"
C2550,Adult mouth,2023-07-25,Closed,D1197,Fraud,"East Richardbury, NJ"
C2551,I meet amount,2023-11-21,Open,D1016,Cyber Crime,"Davidview, AL"
C2552,Know,2023-06-08,Open,D1087,Cyber Crime,"Smithchester, KY"
C2553,Fill teacher,2023-02-27,Open,D1130,Narcotics,"West Richardton, IN"
C2554,According one role,2023-07-13,Closed,D1074,Narcotics,"Lake Anthonyfurt, NC"
C2555,Phone responsibility,2025-02-18,Closed,D1190,Cyber Crime,"West Kevinmouth, DE"
C2556,Receive century stage father,2023-06-27,Open,D1024,Cyber Crime,"North Annchester, SC"
C2557,Approach play as,2024-01-22,Closed,D1049,Homicide,"New Sharon, VT"
C2558,Identify deep,2023-10-25,Open,D1104,Fraud,"Port Taylorview, IA"
C2559,Common civil,2023-08-08,Open,D1080,Robbery,"Port Matthew, UT"
C2560,Top last,2023-04-17,Closed,D1118,Robbery,"Lake Matthew, VA"
C2561,Return interest wind,2024-08-11,Closed,D1133,Cyber Crime,"Barkerchester, MN"
C2562,Yes open toward natural,2023-08-26,Closed,D1016,Fraud,"Port Rodney, DC"
C2563,If little,2023-01-21,Closed,D1112,Homicide,"Lake Chelsealand, NM"
C2564,Tell power,2023-08-15,Open,D1163,Homicide,"Cooperstad, MA"
C2565,Agreement more language stage,2022-10-03,Closed,D1067,Homicide,"North Derekshire, MS"
C2566,Certainly matter,2023-06-13,Closed,D1100,Robbery,"Brooksstad, MA"
C2567,Citizen away media,2023-10-27,Open,D1154,Robbery,"Timothyland, SC"
C2568,Seem evidence commercial,2022-08-11,Open,D1106,Narcotics,"Lake Jennifer, TX"
C2569,Power system,2024-01-22,Closed,D1109,Narcotics,"Fergusonborough, GA"
C2570,Usually several,2025-04-13,Open,D1068,Narcotics,"Littleton, CO"
C2571,Civil stand part us,2024-10-26,Open,D1022,Homicide,"New Carrieville, SD"
C2572,Feel benefit,2022-04-26,Open,D1157,Fraud,"Garystad, AZ"
C2573,Probably same her,2024-09-27,Open,D1042,Cyber Crime,"South Rachelhaven, NC"
C2574,Month most,2022-10-10,Closed,D1035,Fraud,"West Jerryview, PA"
C2575,Central,2022-07-06,Closed,D1192,Narcotics,"Harveymouth, FL"
C2576,Office explain realize animal,2024-12-23,Open,D1163,Homicide,"East Brendaville, AR"
C2577,Fund four,2023-09-29,Closed,D1037,Fraud,"New Jonathanshire, NY"
C2578,Beat this true,2023-09-17,Open,D1063,Robbery,"Leonberg, MD"
C2579,Successful check travel,2022-10-01,Open,D1183,Homicide,"Williamfort, IL"
C2580,Forget sit,2025-03-24,Closed,D1070,Cyber Crime,"Rayland, IA"
C2581,Difference down body,2025-02-24,Open,D1097,Narcotics,"North Jillfort, AK"
C2582,When require,2024-10-25,Open,D1009,Robbery,"South Judy, OR"
C2583,Available speech middle,2023-09-26,Open,D1133,Narcotics,"Lake Gregoryborough, NM"
C2584,Picture call,2022-12-29,Closed,D1023,Cyber Crime,"North Kimberlyport, RI"
C2585,Speech cut,2023-08-02,Open,D1173,Narcotics,"East Loganville, MT"
C2586,Simple ready,2022-08-09,Open,D1066,Narcotics,"Lake Johnburgh, ND"
C2587,Part cup wall ahead,2023-10-20,Open,D1110,Narcotics,"Dodsonport, NH"
C2588,Attack cause single,2024-03-29,Closed,D1042,Robbery,"East Brianville, MT"
C2589,Than live,2023-11-18,Open,D1138,Fraud,"Douglasborough, NC"
C2590,Laugh decision management,2022-06-21,Open,D1134,Robbery,"Richardsonfurt, AK"
C2591,Collection her green,2023-07-05,Closed,D1082,Cyber Crime,"Shelleyport, IN"
C2592,Threat serve light,2024-01-25,Open,D1188,Fraud,"Jacksonport, NH"
C2593,Thousand Mrs,2023-09-21,Open,D1081,Cyber Crime,"West Melissashire, KY"
C2594,Easy until score,2023-01-04,Open,D1180,Fraud,"Dalemouth, AL"
C2595,Sing,2024-10-29,Open,D1027,Narcotics,"Rogersfurt, AZ"
C2596,Behavior experience,2022-07-18,Open,D1122,Cyber Crime,"Port Louisside, WA"
C2597,Recognize try,2023-08-24,Closed,D1111,Robbery,"West Zachary, UT"
C2598,Spring,2024-07-30,Open,D1182,Fraud,"Hollyland, NV"
C2599,Relationship lead,2024-07-21,Open,D1041,Narcotics,"West Jillian, WA"
C2600,By for,2024-01-07,Open,D1076,Fraud,"Kirkmouth, PA"
C2601,Town all,2025-01-16,Open,D1013,Robbery,"Stephenfurt, IA"
C2602,Executive,2024-05-11,Open,D1146,Cyber Crime,"Jeffreyburgh, MD"
C2603,Fine assume marriage,2022-12-20,Closed,D1116,Fraud,"Mendozaview, OH"
C2604,Decade along structure,2025-02-04,Closed,D1071,Fraud,"Jenniferhaven, OH"
C2605,Goal within measure,2024-05-14,Closed,D1095,Robbery,"South Marissa, AL"
C2606,Peace,2023-04-25,Open,D1164,Narcotics,"Flemingland, SD"
C2607,First card,2023-12-22,Open,D1187,Homicide,"South Bettyhaven, IL"
C2608,Church,2025-01-18,Open,D1042,Cyber Crime,"Allenview, PA"
C2609,Green miss once,2025-02-26,Closed,D1055,Fraud,"Tiffanyburgh, ND"
C2610,Respond may,2022-06-29,Closed,D1185,Cyber Crime,"South Scott, DC"
C2611,Sign school figure,2022-06-03,Closed,D1065,Fraud,"South Shannonland, DE"
C2612,Sit rock,2023-08-14,Open,D1133,Homicide,"New Kelly, AZ"
C2613,Can later,2024-12-02,Closed,D1169,Homicide,"Lake Katherine, CA"
C2614,Ability somebody free,2024-02-22,Closed,D1117,Homicide,"Luisborough, NM"
C2615,Her large rate,2023-08-08,Open,D1184,Narcotics,"Tinatown, NV"
C2616,Lawyer produce draw happy,2023-05-04,Open,D1097,Robbery,"Whiteheadbury, PA"
C2617,And decision,2022-08-31,Closed,D1143,Homicide,"Port Robert, CO"
C2618,Fly,2025-04-03,Closed,D1108,Cyber Crime,"East Michael, WY"
C2619,So bank board practice,2024-12-14,Closed,D1036,Homicide,"Emilyland, ND"
C2620,Raise early,2025-02-01,Closed,D1139,Cyber Crime,"Thomasport, NV"
C2621,Toward on adult,2022-09-07,Open,D1143,Homicide,"East Natalie, MN"
C2622,Big fund forget,2022-10-03,Open,D1113,Fraud,"East Jasonside, MN"
C2623,Thousand have,2024-06-14,Closed,D1034,Fraud,"Tranview, CA"
C2624,Guess lay,2023-07-12,Open,D1184,Robbery,"South Melanieburgh, UT"
C2625,Leader natural property,2025-03-06,Closed,D1142,Robbery,"Hectorshire, VT"
C2626,Head attention,2022-06-20,Closed,D1014,Fraud,"Port William, SD"
C2627,Sound sure,2025-03-12,Closed,D1177,Cyber Crime,"Franciscoberg, NM"
C2628,Physical character learn story,2024-11-06,Closed,D1033,Homicide,"Conleychester, HI"
C2629,Seek how dark begin,2024-02-05,Open,D1159,Cyber Crime,"Port Gina, KS"
C2630,Little collection follow,2023-04-27,Open,D1114,Cyber Crime,"North Karen, OH"
C2631,Admit,2024-09-06,Open,D1010,Narcotics,"East Jennifer, MS"
C2632,What usually,2024-05-01,Closed,D1140,Homicide,"South Ashleyton, DE"
C2633,Step room side,2024-07-18,Open,D1173,Homicide,"Lake Omarstad, MS"
C2634,Letter total early,2023-06-27,Closed,D1107,Robbery,"Amandachester, GA"
C2635,Plant apply,2022-10-31,Closed,D1196,Narcotics,"New Amanda, OR"
C2636,Compare at program whole,2023-04-28,Closed,D1144,Robbery,"Loriborough, CT"
C2637,Reduce worry resource,2024-01-27,Open,D1083,Robbery,"South Juan, MA"
C2638,Recognize focus or gas,2023-12-29,Open,D1100,Narcotics,"Lake Michaelshire, LA"
C2639,When difference,2022-09-26,Closed,D1084,Robbery,"Port Emily, GA"
C2640,Anyone much himself,2024-07-04,Open,D1145,Fraud,"Kristenfort, VA"
C2641,Tax determine despite,2024-04-03,Open,D1125,Robbery,"North Kimberly, MN"
